id,Source,Target,Date
3240, Committee at Headquarters, Eastern States,1780-06-11
3241, Committee at Headquarters,Samuel Huntington,1780-06-12
3242, Committee at Headquarters, State of New Hampshire,1780-06-12
3243, Committee at Headquarters, State of Virginia,1780-06-12
3244, Committee at Headquarters,Jonathan Trumbull,1780-06-12
3245, Committee at Headquarters,Joseph Reed,1780-06-12
3246,Philip Schuyler,George Clinton,1780-06-12
3247,Samuel Huntington,George Washington,1780-06-13
3248,Nathaniel Folsom,Meshech Weare,1780-06-13
3249,Cyrus Griffin,Thomas Jefferson,1780-06-13
3250,John Walker,Thomas Jefferson,1780-06-13
3251,Oliver Ellsworth,Jonathan Trumbull,1780-06-13
3252,Nathaniel Peabody,Nathaniel Folsom,1780-06-14
3253,Thomas Burke,Anthony Wayne,1780-06-15
3254,John Armstrong,Horatio Gates,1780-06-15
3255,Samuel Huntington,Thomas Jefferson,1780-06-16
3256, Committee of Foreign Affairs,John Jay,1780-06-16
3257, New York Delegates,George Clinton,1780-06-16
3258,A Committee of Congress, Committee at Headquarters,1780-06-16
3259,Robert R. Livingston,Philip Schuyler,1780-06-16
3260,James Henry,George Washington,1780-06-16
3261, Committee at Headquarters,Samuel Huntington,1780-06-16
3262,Philip Schuyler,Samuel Huntington,1780-06-17
3263,John Walker,Thomas Jefferson,1780-06-17
3264,Samuel Huntington,Jonathan Trumbull,1780-06-18
3265,Philip Schuyler,George Washington,1780-06-18
3266,Ezekiel Cornell,William Greene,1780-06-18
3267,Samuel Huntington, Committee at Headquarters,1780-06-19
3268,Joseph Jones,George Washington,1780-06-19
3269,Nathaniel Folsom,Meshech Weare,1780-06-19
3270, Committee at Headquarters, States from New Hampshire to Virginia,1780-06-19
3271, Committee at Headquarters,Samuel Huntington,1780-06-19
3272,Charles Thomson, Several States,1780-06-20
3273, Committee at Headquarters,Jonathan Trumbull,1780-06-20
3274,Samuel Huntington, Several States,1780-06-21
3275,Samuel Huntington,Thomas Jefferson,1780-06-21
3276,Samuel Huntington, States from New Hampshire,1780-06-22
3277,Samuel Huntington,Maryland,1780-06-22
3278,Robert R. Livingston,George Washington,1780-06-22
3279,Oliver Ellsworth,Jonathan Trumbull,1780-06-23
3280,James Madison,Thomas Jefferson,1780-06-23
3281, Committee at Headquarters, States from New Hampshire to Virginia,1780-06-23
3282, Committee at Headquarters,Samuel Huntington,1780-06-24
3283, Committee at Headquarters,George Washington,1780-06-24
3284,Nathaniel Peabody,Meshech Weare,1780-06-24
3285,John Walker,George Weedon,1780-06-27
3286,Ezekiel Cornell,William Greene,1780-06-27
3287,Nathaniel Folsom,Meshech Weare,1780-06-27
3288,Philip Schuyler,John Maws,1780-06-27
3289,Philip Schuyler,Nathaniel Peabody,1780-06-27
3290, Committee at Headquarters,Daniel of St. Thomas Jenifer,1780-06-28
3291, Committee at Headquarters,Josia Beall,1780-06-28
3292,Robert R. Livingston,George Clinton,1780-06-29
3293,Nathaniel Folsom,Meshech Weare,1780-06-29
3294,Samuel Holten,Nathaniel Peabody,1780-06-30
3295,Joseph Jones,Thomas Jefferson,1780-06-30
3296,Ezekiel Cornell,William Greene,1780-06-30
3297, Committee at Headquarters,George Washington,1780-06-30
3298,Samuel Huntington,Benjamin Harwood,1780-07-02
3299,Samuel Holten,Diary,1780-07-04
3300,Philip Schuyler,Samuel Huntington,1780-07-05
3301,Philip Schuyler,Samuel Huntington,1780-07-06
3302,Philip Schuyler,John Maws,1780-07-06
3303,Philip Schuyler,Nathaniel Peabody,1780-07-06
3304,Samuel Huntington,Thomas Sim Lee,1780-07-08
3305,John Armstrong,John Davis,1780-07-08
3306,Ezekiel Cornell,William Greene,1780-07-09
3307,Samuel Adams,John Adams,1780-07-10
3308,James Lovell,Charles W. F. Dumas,1780-07-10
3309, Commitlee at Headquarters,Samuel Huntington,1780-07-10
3310, Committee at Headquarters, State of Delaware,1780-07-10
3311, Committee at Headquarters, State of Pennsylvania,1780-07-10
3312, Committee at Headquarters, State of Maryland,1780-07-10
3313, Committee at Headquarters, State of Virginia,1780-07-10
3314, Committee at Headquarters,a Committee of Citizens of Philadelphia,1780-07-10
3315,John Walker,George Weedon,1780-07-11
3316, Committee of Foreign Afifairs,Benjamin Franklin,1780-07-11
3317, Committee of Foreign Afifairs,John Jay,1780-07-11
3318, Committee of Foreign Afifairs,Benjamin Franklin,1780-07-11
3319, Committee of Foreign Afifairs,John Adams,1780-07-11
3320,James Lovell,John Jay,1780-07-11
3321,Samuel Huntington,Benjamin Franklin,1780-07-12
3322,Ezekiel Cornell,William Greene,1780-07-13
3323, Committee at Headquarters,Samuel Huntington,1780-07-13
3324, Committee at Headquarters, States from New Hampshire to Maryland,1780-07-13
3325, Committee at Headquarters,Joseph Reed,1780-07-13
3326,Samuel Huntington,Oliver Wolcott,1780-07-14
3327,William Churchill Houston,Moore Furman,1780-07-14
3328,Samuel Huntington,George Washington,1780-07-15
3329,John Armstrong,Horatio Gates,1780-07-15
3330, Committee at Headquarters,Nathanael Greene,1780-07-16
3331, Board of War,Thomas Sim Lee,1780-07-17
3332,Nathaniel Peabody,Meshech Weare,1780-07-17
3333,Joseph Jones,George Washington,1780-07-18
3334, Committee at Headquarters,Samuel Huntington,1780-07-18
3335,James Lovell,Benjamin Lincoln,1780-07-19
3336, Committee at Headquarters,Azariah Dunham,1780-07-19
3337, Committee at Headquarters,George Washington,1780-07-20
3338,Samuel Huntington, Eastern States,1780-07-21
3339,Ezekiel Cornell,Nathanael Greene,1780-07-21
3340, Committee at Headquarters,Samuel Huntington,1780-07-21
3341, Committee at Headquarters,Samuel Huntington,1780-07-21
3342, Committee at Headquarters,Nathanael Greene,1780-07-21
3343,Samuel Huntington,Jonathan Trumbull,1780-07-22
3344,Samuel Huntington,Rev. James Cogswell,1780-07-22
3345,Roger Sherman,Jonathan Trumbull,1780-07-22
3346, Medical Committee,Jonathan Potts,1780-07-22
3347,Samuel Huntington, Committee at Headquarters,1780-07-23
3348, Committee at Headquarters,Samuel Huntington,1780-07-23
3349, Committee at Headquarters,Minute,1780-07-23
3350, Committee at Headquarters,William Livingston,1780-07-23
3351, Committee at Headquarters,Thomas Jefferson,1780-07-23
3352,Thomas McKean,Caesar Rodney,1780-07-24
3353,Ezekiel Cornell,William Greene,1780-07-24
3354,John Walker,George Weedon,1780-07-25
3355,John Armstrong,John Davis,1780-07-25
3356, Massachusetts Delegates,Thomas Gushing,1780-07-25
3357, Massachusetts Delegates,Timothy Danielson,1780-07-25
3358,Samuel Huntington, Committee at Headquarters,1780-07-26
3359, Committee at Headquarters,Samuel Huntington,1780-07-27
3360,Charles Thomson, Several States,1780-07-28
3361, Board of War,George Washington,1780-07-28
3362, Committee at Headquarters,Nathanael Greene,1780-07-28
3363,Ezekiel Cornell,Nathanael Greene,1780-07-29
3364, Committee at Headquarters,Samuel Huntington,1780-07-30
3365, Committee at Headquarters,Moore Furman,1780-07-30
3366,Ezekiel Cornell,William Greene,1780-08-01
3367,Ezekiel Cornell,Nathaniel Greene,1780-08-01
3368,Henry Laurens,Richard Henry Lee,1780-08-01
3369,John Matws,Thomas Bee,1780-08-01
3370,John Armstrong,William Irvine,1780-08-03
3371,Samuel Adams,James Warren,1780-08-03
3372, Committee at Headquarters,Samuel Huntington,1780-08-03
3373,Samuel Huntington,Horatio Gates,1780-08-04
3374,John Maws,Samuel Huntington,1780-08-06
3375,Nathaniel Peabody,Josiah Bartlett,1780-08-06
3376,Joseph Jones,George Washington,1780-08-06
3377,Samuel Huntington, Committee at Headquarters,1780-08-07
3378,John Maws,Samuel Huntington,1780-08-08
3379,Ezekiel Cornell,William Greene,1780-08-08
3380, Board of War,George Washington,1780-08-08
3381,Samuel Huntington,Horatio Gates,1780-08-10
3382,Samuel Huntington,Thomas Sim Lee,1780-08-10
3383,Richard Howly,Horatio Gates,1780-08-10
3384,John Maws, Medical Committee,1780-08-10
3385,James Duane,Robert R. Livingston,1780-08-11
3386,Samuel Huntington, Committee at Headquarters,1780-08-12
3387,Samuel Huntington, Chevalier de la Luzerne,1780-08-12
3388,Samuel Huntington,Alexander McDougal,1780-08-13
3389,Ezekiel Cornell,Nathanael Greene,1780-08-13
3390,Samuel Huntington,Horatio Gates,1780-08-14
3391,Roger Sherman,Oliver Wolcott,1780-08-14
3392,Nathaniel Folsom,Josiah Bartlett,1780-08-14
3393,Elbridge Gerry,James Lovell,1780-08-14
3394,James Lovell,Beniamin Franklin,1780-08-15
3395,Ezekiel Cornell,William Greene,1780-08-15
3396,Ezekiel Cornell,Nathanael Greene,1780-08-15
3397,John Walker,George Weedon,1780-08-15
3398,John Maws,Samuel Huntington,1780-08-16
3399, Committee at Headquarters, Several States,1780-08-16
3400,John Armstrong,William Irvine,1780-08-17
3401,A Committee of Congress, Comte de Rochambeau,1780-08-17
3402,Thomas Bee,Benjamin Lincoln,1780-08-18
3403,Samuel Huntington, Comte de Rochambeau,1780-08-19
3404,Thomas McKean,Committee Report,1780-08-19
3405, Committee at Headquarters, Several States,1780-08-19
3406,Ezekiel Cornell,Horatio Gates,1780-08-20
3407,Whitmill Hill,Thomas Burke,1780-08-20
3408,Artemas Ward, President of Massachusetts Council,1780-08-21
3409,Samuel Huntington, President of Pennsylvania,1780-08-22
3410,Samuel Huntington,Council of Pennsylvania,1780-08-22
3411, Connecticut Delegates,Jonathan Trumbull,1780-08-22
3412,Ezekiel Cornell,William Greene,1780-08-22
3413,Samuel Adams,James Bowdoin,1780-08-22
3414,John Maws,Philip Schuyler,1780-08-23
3415,Robert R. Livingston,John Jay,1780-08-26
3416,Ezekiel Cornell,William Greene,1780-08-28
3417,Thomas McKean,Joseph Reed,1780-08-29
3418,Ezekiel Cornell,William Greene,1780-08-29
3419, Board of War,Horatio Gates,1780-08-29
3420,John Armstrong,Joseph Reed,1780-08-30
3421,Samuel Huntington, Chevalier de la Luzerne,1780-08-31
3422,Samuel Huntington,George Washington,1780-08-31
3423,Samuel Huntintgon,Jonathan Trumbull,1780-09-01
3424, Connecticut Delegates,Jonathan Trumbull,1780-09-01
3425,Samuel Huntington,George Howell,1780-09-02
3426,Ezekiel Cornell,William Greene,1780-09-02
3427,Samuel Huntington, Several States,1780-09-03
3428,Samuel Huntington, Several States,1780-09-03
3429,John Armstrong,Horatio Gates,1780-09-03
3430,Nathaniel Peabody,Ephraim Blaine,1780-09-03
3431,Samuel Huntington,Jonathan Trumbull,1780-09-04
3432, Virginia Delegates,Certificate,1780-09-05
3433,John Henry jr.,Thomas Sim Lee,1780-09-05
3434,James Lovell,Elbridge Gerry,1780-09-05
3435,James Lovell,Samuel Holten,1780-09-05
3436,Joseph Jones,George Washington,1780-09-06
3437,James Lovell,Benjamin Franklin,1780-09-07
3438,Nathaniel Peabody,Meshech Weare,1780-09-08
3439,Samuel Huntington,Horatio Gates,1780-09-09
3440,Samuel Huntington, Several States,1780-09-10
3441,James Lovell,Samuel Holten,1780-09-10
3442,Samuel Huntington,Horatio Gates,1780-09-12
3443,Samuel Huntington,Jonathan Trumbull,1780-09-12
3444,James Madison,Edmund Pendleton,1780-09-12
3445,Elbridge Gerry,James Bowdoin,1780-09-14
3446,Samuel Huntington,Jonathan Trumbull,1780-09-15
3447,Samuel Huntington,William Livingston,1780-09-15
3448,John Maws,George Washington,1780-09-15
3449,Samuel Adams,John Lowell,1780-09-15
3450,Samuel Huntington,Joseph Reed,1780-09-16
3451,Samuel Huntington,Caesar Rodney,1780-09-16
3452,John Sullivan,Meshech Weare,1780-09-16
3453,Nathaniel Peabody,Nathanael Greene,1780-09-18
3454,James Duane,George Washington,1780-09-19
3455,Ezekiel Cornell,William Greene,1780-09-19
3456,James Lovell,Samuel Holten,1780-09-19
3457,James Madison,Joseph Jones,1780-09-19
3458,Samuel Huntington,Thomas Sim Lee,1780-09-20
3459,Elbridge Gerry,a Committee of Massachusetts Assembly,1780-09-21
3460,Nathaniel Peabody,Josiah Bartlett,1780-09-21
3461, Maryland Delegates,Thomas Sim Lee,1780-09-22
3462,Richard Howly,Horatio Gates,1780-09-22
3463,Samuel Huntington,Thomas Sim Lee,1780-09-23
3464,Samuel Huntington,Nathanael Greene,1780-09-24
3465,John Maws,George Washington,1780-09-24
3466,John Morin Scott,George Clinton,1780-09-26
3467,Daniel of St. Thomas Jenifer,Thomas Sim Lee,1780-09-26
3468, Maryland Delegates,Thomas Sim Lee,1780-09-26
3469,Samuel Huntington,Nathaniel Greene,1780-09-27
3470,Samuel Huntington,George Washington,1780-09-29
3471,Samuel Huntington,George Qinton,1780-09-29
3472,Willie Jones,Abner Nash,1780-10-01
3473, Delegates of North Carolina, North Carolina Assembly,1780-10-01
3474,Joseph Jones,George Washington,1780-10-02
3475,John Sullivan,Meshech Weare,1780-10-02
3476,Daniel of St. Thomas Jenifer,Thomas Sim Lee,1780-10-02
3477,Joseph Jones,James Madison,1780-10-02
3478,John ^laws,Nathaniel Peabody,1780-10-03
3479,James Lovell,Natlianiel Peabody,1780-10-03
3480, Maryland Delegates, Maryland Council,1780-10-03
3481,Samuel Adams,James Warren,1780-10-03
3482,Samuel Huntington,George Washington,1780-10-04
3483,Jared Ingersoll,Joseph Reed,1780-10-04
3484,odorick Bland,Thomas Jefferson,1780-10-05
3485,Samuel Huntington, Several States,1780-10-06
3486,John Maws,George Washington,1780-10-06
3487,James Duane,Notes of Debates,1780-10-06
3488,Samuel Huntington,Thomas Sim Lee ,1780-10-07
3489,Samuel Huntington,Joseph Reed,1780-10-08
3490,Samuel Huntington,William Livingston,1780-10-09
3491,Samuel Huntington,George Clinton,1780-10-10
3492,James Duane,George Clinton,1780-10-07
3493,Willie Jones,Abner Nash,1780-10-07
3494,Joseph Jones,James Madison,1780-10-09
3495,Whitmill Hill,Thomas Burke,1780-10-09
3496,James Duane,George Washington,1780-10-10
3497,Ezekiel Cornell,William Greene,1780-10-10
3498,James Madison,Joseph Jones,1780-10-10
3499,Charles Thomson,John Jay,1780-10-12
3500,Samuel Huntington,Jonathan Trumbull,1780-10-17
3501,Ezekiel Cornell,William Greene,1780-10-17
3502,John Maws,George Washington,1780-10-17
3503,James Madison,Joseph Jones,1780-10-17
3504,James Duane,George Clinton,1780-10-18
3505,Willie Jones,Abner Nash,1780-10-18
3506,Ezekiel Cornell,William Greene,1780-10-24
3507,James Madison,Joseph Jones,1780-10-24
3508,Samuel Huntington, Several States,1780-10-26
3509,Samuel Huntington, Several States,1780-10-26
3510,Samuel Huntington,Jonathan Trumbull,1780-10-26
3511,James Lovell,Benjamin Franklin,1780-10-28
3512,James Lovell,Captain Bell,1780-10-28
3513,James Lovell,Captain Josiah,
3514,John Maws,George Washington,1780-10-30
3515,Samuel Huntington,Certain States,1780-10-31
3516,Samuel Huntington,Nathanael Greene,1780-10-31
3517,James Madison,Edmund Pendleton,1780-10-31
3518,Ezekiel Cornell,William Greene,1780-10-31
3519,Abraham Clark,Josiah Hornblower,1780-10-31
3520,Samuel Huntington,John Rutledge,1780-11-02
3521,Benjamin Huntington,Oliver Ellsworth,1780-11-02
3522, Virginia Delegates,Thomas Jefferson,1780-11-05
3523,William Sharpe,Matw Locke,1780-11-06
3524,James Madison,Edmund Pendleton,1780-11-07
3525,Samuel Adams,Samuel Cooper,1780-11-07
3526,Samuel Huntington,Jonathan Trumbull,1780-11-09
3527,Ezekiel Cornell,William Greene,1780-11-09
3528,John Sullivan,George Washington,1780-11-12
3529,Samuel Huntington, Several States,1780-11-13
3530,James Madison,Joseph Jones,1780-11-14
3531,James Duane,George Clinton,1780-11-14
3532,John Sullivan,Meshech Weare,1780-11-15
3533,Samuel Huntington,Thomas Sim Lee,1780-11-16
3534,John Sullivan, Officers of New Hampshire Line,1780-11-19
3535,John Sullivan,Alexander Scammell,1780-11-19
3536,James Lovell,Elbridge Gerry,1780-11-20
3537,James Madison,Joseph Jones,1780-11-21
3538,Ezekiel Cornell,William Greene,1780-11-21
3539,odorick Bland,Thomas Jefferson,1780-11-22
3540,James Madison,Joseph Jones,1780-11-25
3541,John Sullivan,George Washington,1780-11-26
3542,John Maws,Nathanael Greene,1780-11-27
3543,James Madison,Joseph Jones,1780-11-28
3544,Samuel Adams,James Warren,1780-11-29
3545,James Duane,George Clinton,1780-11-29
3546,John Sullivan,George Washington,1780-11-30
3547,Proceedings and Observations of Committee of Finance,Report,1780-11-30
3548,Samuel Huntington,John Lawrence,1780-12-01
3549,John Sullivan,Meshech Weare,1780-12-03
3550,Ezekiel Cornell,William Greene,1780-12-04
3551,James Madison,Joseph Jones,1780-12-05
3552,James Lovell,Samuel Holten,1780-12-05
3553,James Lovell,James Warren,1780-12-05
3554, Maryland Delegates, Governor of Maryland,1780-12-05
3555, Maryland Delegates,Council of Maryland,1780-12-05
3556,James Duane,George Washington,1780-12-09
3557,Samuel Huntington,George Washington,1780-12-09
3558,John Sullivan,Meshech Weare,1780-12-11
3559,James Madison,Joseph Jones,1780-12-12
3560, Virginia Delegates,Thomas Jefferson,1780-12-12
3561,John Maws,Nathanael Greene,1780-12-12
3562, Virginia Delegates,Thomas Jefferson,1780-12-13
3563,John Maws,Nathanael Greene,1780-12-13
3564,John Wirspoon,William Livingston,1780-12-16
3565,Thomas McKean,John Adams,1780-12-18
3566,Oliver Wolcott,Jonathan Trumbull,1780-12-18
3567,James Madison,Joseph Jones,1780-12-19
3568,Abraham Gark,Elias Dayton,1780-12-19
3569,James Lovell,Samuel Holten,1780-12-19
3570,Samuel Huntington, Chevalier de la Luzerne,1780-12-20
3571,James Lovell,Benjamin Franklin,1780-12-21
3572,Samuel Johnston,James Iredell,1780-12-21
3573,Samuel Huntington, Several States,1780-12-22
3574,Oliver Wolcott,Samuel Lyman,1780-12-22
3575,Samuel Huntington,Jonathan Trumbull,1780-12-24
3576,Jesse Root,Oliver Ellsworth,1780-12-25
3577,Thomas McKean,John Dickinson,1780-12-25
3578,John Sullivan,Meshech Weare,1780-12-25
3579,John Sullivan,Meshech Weare,1780-12-25
3580,William Floyd,George Clinton,1780-12-26
3581,Thomas Burke,John Laurens,1780-12-26
3582,Oliver Wolcott,John Laurens,1780-12-27
3583,Jesse Root,Jonathan Trumbull,1780-12-27
3584,Samuel Huntington,Jonathan Trumbull,1780-12-29
3585,Ezekiel Cornell,William Greene,1780-12-30
3586,Samuel Huntington,John Laurens,1781-01-01
3587, Virginia Delegates,Thomas Jefferson,1781-01-01
3588,James Madison,Edmund Pendleton,1781-01-02
3589,James Jkladison,Ambrose Madison,1781-01-02
3590,John Sullivan,George Washington,1781-01-02
3591,Oliver Wolcott,Oliver Ellsworth,1781-01-02
3592,James Lovell,Samuel Hoi ten,1781-01-02
3593,Joseph Jones,odorick Bland,1781-01-02
3594,John Maws,Nathanael Greene,1781-01-04
3595,John Sullivan,Joseph Reed,1781-01-06
3596,Ezekiel Cornell,William Greene,1781-01-07
3597,John Wirspoon,Joseph Reed,1781-01-07
3598,John Wirspoon,Joseph Reed,1781-01-07
3599,John Wirspoon,Samuel Huntington,1781-01-07
3600,John Sullivan,George Washington,1781-01-07
3601,John Sullivan,Joseph Reed,1781-01-08
3602,John Sullivan,Joseph Reed,1781-01-08
3603,John Sullivan,Samuel Huntington,1781-01-08
3604,Jesse Root,Jonathan Trumbull,1781-01-08
3605,James Lovell,Timothy Pickering,1781-01-08
3606,James Mitchell Varnum,William Greene,1781-01-08
3607,Samuel Huntington, Several States,1781-01-09
3608,John Sullivan,Samuel Huntington,1781-01-09
3609,John Sullivan,George Washington,1781-01-09
3610,John Sullivan,Joseph Reed,1781-01-09
3611,James Madison,Thomas Jefferson,1781-01-09
3612,James Madison,Edmund Pendleton,1781-01-09
3613,Oliver Wolcott,Jonathan Trumbull,1781-01-09
3614,John Maws,Nathanael Greene,1781-01-09
3615,John Sullivan,Samuel Huntington,1781-01-10
3616,John Sullivan,George Washington,1781-01-10
